188,99,157
76,35,157
97,191,157
1,97,158
130,43,158
156,73,158
25,196,158
50,98,158
59,140,158
105,195,159
107,85,159
170,173,159
107,47,16
123,75,16
27,53,16
59,157,16
93,23,16
114,136,160
15,145,160
174,64,160
189,67,160
42,52,160
58,163,160
67,111,160
107,38,161
183,169,161
89,114,161
99,22,161
10,160,162
131,179,162
136,36,162
164,132,162
181,170,162
106,102,163
27,95,163
58,152,163
138,162,164
165,35,164
171,62,164
26,114,164
52,108,164
89,150,164
94,194,164
96,19,165
105,170,166
143,199,166
180,172,166
185,165,166
96,72,166
103,94,167
153,197,167
49,43,167
52,83,167
85,192,167
126,114,168
130,131,168
50,60,168
77,140,168
137,172,169
146,150,169
158,102,169
189,86,169
194,42,169
22,38,169
55,126,169
62,126,169
88,183,169
44,141,17
81,176,17
10,187,170
18,191,170
20,158,170
61,10,170
1,102,171
121,129,171
173,107,171
19,157,171
47,7,171
53,55,171
12,34,172
175,192,172
183,97,172
109,56,173
181,107,173
20,3,173
60,45,173
11,8,174
113,11,174
123,76,174
142,199,174
146,149,174
146,24,174
198,104,174
96,197,174
144,0,175
197,81,175
30,76,175
98,88,175
0,49,176
110,85,176
118,26,176
123,112,176
150,178,176
152,18,176
199,164,176
64,30,176
131,171,177
153,161,177
44,97,177
154,108,178
33,81,178
73,46,178
133,33,179
155,10,179
187,75,179
50,36,179
59,30,179
89,182,179
89,47,179
133,197,18
151,163,18
176,75,18
29,26,18
58,35,18
82,7,18
128,3,180
157,8,180
176,87,180
33,59,180
45,53,180
58,81,180
7,132,180
70,54,180
176,55,181
58,19,181
59,112,181
96,4,181
120,112,182
176,79,182
177,55,182
32,65,182
42,184,182
57,130,182
59,146,182
34,99,183
58,165,183
80,41,183
81,170,183
131,28,184
172,156,184
27,180,184
42,117,184
92,90,184
95,13,184
97,183,184
101,72,185
124,56,185
140,174,185
117,119,186
160,163,186
161,142,186
187,182,186
29,155,186
43,50,186
62,32,186
89,51,186
95,148,186
133,189,187
163,187,187
168,195,187
29,152,187
53,5,187
75,14,187
98,132,187
46,39,188
5,188,188
88,51,188
161,77,189
162,83,189
169,88,189
41,67,189
43,131,189
43,183,189
87,134,189
108,82,19
170,79,19
179,73,19
191,64,19
50,156,19
58,194,19
171,8,190
51,46,190
0,58,191
106,59,191
11,14,191
122,1,191
163,153,191
6,125,191
70,104,191
95,106,191
156,181,192
173,88,192
187,144,192
32,2,192
65,5,192
75,191,192
194,125,193
32,166,193
93,161,193
122,75,194
130,144,194
156,138,194
190,130,194
68,140,194
198,40,195
22,7,195
61,142,195
81,1,195
118,28,196
123,144,196
26,101,196
57,105,196
69,27,196
87,140,196
104,120,197
108,133,197
150,179,197
178,171,197
36,66,197
43,167,197
5,53,197
100,123,198
128,106,198
136,25,198
139,52,198
3,130,198
69,184,198
69,33,198
111,38,199
135,26,199
59,107,199
103,1,2
134,163,2
150,141,20
32,148,20
4,100,20
43,104,20
47,175,20
62,82,20
130,21,200
159,83,200
172,196,200
173,109,200
188,165,200
193,60,200
21,123,200
41,43,200
41,75,200
87,165,200
96,66,200
2,84,21
61,165,21
9,130,21
137,99,22
167,152,22
178,100,22
19,177,22
43,194,22
58,66,22
87,58,22
162,146,23
174,36,23
73,96,23
107,161,24
109,0,24
187,82,24
5,73,24
57,179,24
118,72,25
179,102,25
28,121,25
6,30,25
119,163,26
132,59,26
143,24,26
149,29,26
197,128,26
68,8,26
73,68,26
182,170,27
22,148,27
94,31,27
1,168,28
150,105,28
158,59,28
171,134,28
20,135,28
57,101,28
79,39,28
1,172,29
141,148,29
192,0,29
48,55,29
60,10,29
89,115,29
105,180,3
185,88,3
93,154,3
155,178,30
65,197,30
1,68,31
156,50,31
49,70,31
60,197,31
168,161,32
19,86,32
195,170,32
53,172,32
58,80,32
75,84,32
111,23,33
130,42,33
154,157,33
174,180,33
24,70,33
28,155,33
6,59,33
132,79,34
156,13,34
181,43,34
27,13,34
49,148,34
70,16,34
172,100,35
182,96,35
200,96,35
105,159,36
134,22,36
153,125,36
172,169,36
182,160,36
189,107,36
89,30,36
1,19,37
30,146,37
78,93,37
162,4,38
163,82,38
21,119,38
107,39,39
116,120,39
130,35,39
19,124,39
72,158,39
103,139,4
115,116,4
48,102,4
72,27,4
162,101,40
188,41,40
24,178,40
4,119,40
82,36,40
87,24,40
147,176,41
19,102,41
190,62,41
64,57,41
84,43,41
106,39,42
121,89,42
131,149,42
183,22,42
20,128,42
108,188,43
185,132,43
195,168,43
200,109,43
67,128,43
129,62,44
136,26,44
138,13,44
14,138,44
143,198,44
144,21,44
160,182,44
165,191,44
71,133,44
91,133,44
192,54,45
63,69,45
84,151,45
84,36,45
112,108,46
168,142,46
174,135,46
53,60,46
155,106,47
18,116,47
32,117,47
99,117,47
109,187,48
11,76,48
112,17,48
180,41,48
197,20,49
108,117,5
172,80,5
197,89,5
2,17,5
38,136,5
135,121,50
168,3,50
19,179,50
38,110,50
55,124,50
78,78,50
122,36,51
54,71,51
113,149,52
129,147,52
156,126,52
156,198,52
195,146,52
53,198,52
82,71,52
139,102,54
185,87,54
33,121,54
40,37,54
48,111,54
72,169,54
113,148,55
117,188,55
14,180,55
146,151,55
116,14,56
145,36,56
167,191,56
37,101,56
50,161,56
68,94,56
12,18,57
125,82,57
158,86,57
2,7,57
70,174,57
84,101,57
139,77,58
176,100,58
71,105,58
77,87,58
130,191,59
130,43,59
175,63,59
44,88,59
186,75,6
2,14,60
23,183,60
51,177,60
73,132,60
132,159,61
27,195,61
32,40,61
33,77,61
87,116,61
126,32,62
130,11,62
130,96,62
189,186,62
198,65,62
85,77,62
91,37,62
94,5,62
177,77,63
6,145,63
93,196,63
115,153,64
154,19,64
156,0,64
179,168,64
87,12,64
120,141,65
121,168,65
124,198,65
15,142,65
18,160,65
186,157,65
189,156,65
35,191,65
50,69,65
54,98,65
94,149,65
33,60,66
74,132,66
83,9,66
120,174,67
187,148,67
23,178,67
28,112,67
47,62,67
62,197,67
7,8,67
138,128,68
72,17,68
127,96,69
167,151,69
31,139,69
12,27,7
130,0,7
154,196,7
174,45,7
75,126,7
93,55,7
16,75,70
167,103,70
189,0,70
25,134,70
52,0,70
117,180,71
119,188,71
135,41,71
17,198,71
28,139,71
37,142,71
123,42,72
182,50,72
54,104,72
59,125,72
67,172,72
112,2,73
145,64,73
47,47,73
53,165,73
58,8,73
60,4,73
125,108,74
126,128,74
172,132,74
175,123,74
194,184,74
63,50,74
87,144,74
91,33,74
112,5,75
168,33,75
186,115,75
22,147,75
54,182,75
67,138,75
80,193,75
140,187,76
199,63,76
64,4,76
66,17,76
7,172,76
93,98,76
95,127,76
1,75,77
106,142,77
124,40,77
88,68,77
135,132,78
112,57,79
183,37,79
189,162,79
116,147,8
100,61,80
21,160,80
58,128,80
66,58,80
67,147,80
90,6,80
14,41,81
159,173,81
163,69,81
103,74,82
121,60,82
134,177,82
114,75,83
174,135,83
104,166,84
150,79,84
55,131,84
8,8,84
111,140,85
128,199,85
15,185,85
157,102,85
29,82,85
52,149,85
93,53,85
133,197,86
165,34,86
185,180,86
200,119,86
25,195,86
5,23,86
53,147,86
116,57,87
120,85,87
23,35,87
41,79,87
89,92,87
10,39,88
104,84,88
129,51,88
16,54,88
185,20,88
50,174,88
118,1,89
190,49,89
2,159,9
21,97,9
3,9,9
60,56,9
61,96,9
80,131,9
199,120,90
35,110,90
71,170,90
93,62,90
145,19,91
199,123,91
73,165,91
111,51,92
123,60,92
172,100,92
187,113,92
43,94,92
57,77,92
82,19,92
14,67,93
180,71,93
197,3,93
37,144,93
40,121,93
43,182,93
74,20,93
11,146,94
116,190,94
124,35,94
186,72,94
108,125,95
117,26,95
84,139,95
123,0,96
137,184,96
90,197,96
63,98,97
73,155,97
132,80,98
16,115,98
163,98,98
170,176,98
30,110,98
49,183,98
50,86,98
62,105,98
63,187,98
78,65,98
137,74,99
22,33,99
40,97,99
49,55,99
94,121,99
